Domain,Project,Task,Details,Start,End,TimeZone,Duration,Decimal Duration
Standard,Commute,Walk,,2019-10-18 11:01,2019-10-18 11:03,UTC-4:00,0:02,0.03333333333333333
Standard,Personal,Errand,,2019-10-18 11:03,2019-10-18 11:15,UTC-4:00,0:12,0.2
Standard,Personal,Food,,2019-10-18 11:15,2019-10-18 12:00,UTC-4:00,0:45,0.75
Standard,Commute,Walk,,2019-10-18 12:00,2019-10-18 12:07,UTC-4:00,0:07,0.11666666666666667
Standard,Personal,Bathroom,,2019-10-18 12:07,2019-10-18 12:17,UTC-4:00,0:10,0.16666666666666666
Standard,SchoolWork,Witches,,2019-10-18 12:17,2019-10-18 13:09,UTC-4:00,0:52,0.8666666666666667
Standard,Commute,Walk,,2019-10-18 13:09,2019-10-18 13:14,UTC-4:00,0:05,0.08333333333333333
Standard,Personal,Bathroom,,2019-10-18 13:14,2019-10-18 13:24,UTC-4:00,0:10,0.16666666666666666
Standard,SchoolWork,CS 461,,2019-10-18 13:24,2019-10-18 14:16,UTC-4:00,0:52,0.8666666666666667
Standard,Commute,Walk,,2019-10-18 14:16,2019-10-18 14:26,UTC-4:00,0:10,0.16666666666666666
Standard,Personal,Housework,,2019-10-18 14:26,2019-10-18 14:31,UTC-4:00,0:05,0.08333333333333333
Standard,Personal,Games,,2019-10-18 14:31,2019-10-18 16:20,UTC-4:00,1:49,1.8166666666666667
Standard,Commute,Walk,,2019-10-18 16:20,2019-10-18 16:31,UTC-4:00,0:11,0.18333333333333332
Standard,Personal,Bathroom,,2019-10-18 16:31,2019-10-18 16:34,UTC-4:00,0:03,0.05
Standard,SchoolWork,CS 465,,2019-10-18 16:34,2019-10-18 17:35,UTC-4:00,1:01,1.0166666666666666
Standard,Commute,Walk,,2019-10-18 17:35,2019-10-18 17:54,UTC-4:00,0:19,0.31666666666666665
Standard,Personal,Food,,2019-10-18 17:54,2019-10-18 18:20,UTC-4:00,0:26,0.43333333333333335
Standard,Hope,TV,,2019-10-18 18:20,2019-10-18 19:16,UTC-4:00,0:56,0.9333333333333333
Standard,Commute,Walk,,2019-10-18 19:16,2019-10-18 19:30,UTC-4:00,0:14,0.23333333333333334
Standard,Hope,Event,,2019-10-18 19:30,2019-10-18 21:26,UTC-4:00,1:56,1.9333333333333333
Standard,Commute,Walk,,2019-10-18 21:26,2019-10-18 22:23,UTC-4:00,0:57,0.95
Standard,Hope,TV,,2019-10-18 22:24,2019-10-19 00:00,UTC-4:00,1:36,1.6
Standard,Hope,TV,,2019-10-19 00:00,2019-10-19 01:35,UTC-4:00,1:35,1.5833333333333333
Standard,Commute,Walk,,2019-10-19 01:35,2019-10-19 01:49,UTC-4:00,0:14,0.23333333333333334
Standard,Personal,Bathroom,,2019-10-19 01:49,2019-10-19 01:51,UTC-4:00,0:02,0.03333333333333333
Standard,Personal,Games,,2019-10-19 01:52,2019-10-19 03:41,UTC-4:00,1:49,1.8166666666666667
Standard,Personal,Sleep,,2019-10-19 03:41,2019-10-19 10:28,UTC-4:00,6:47,6.783333333333333
Standard,Personal,Bathroom,,2019-10-19 10:28,2019-10-19 10:35,UTC-4:00,0:07,0.11666666666666667
Standard,Personal,Housework,,2019-10-19 10:35,2019-10-19 11:00,UTC-4:00,0:25,0.4166666666666667
Standard,Commute,Walk,,2019-10-19 11:00,2019-10-19 11:07,UTC-4:00,0:07,0.11666666666666667
Standard,Commute,Bike,,2019-10-19 11:08,2019-10-19 11:26,UTC-4:00,0:18,0.3
Standard,Personal,Errand,,2019-10-19 11:26,2019-10-19 13:57,UTC-4:00,2:31,2.5166666666666666
Standard,Commute,Walk,,2019-10-19 13:57,2019-10-19 14:25,UTC-4:00,0:28,0.4666666666666667
Standard,Personal,Food,,2019-10-19 14:25,2019-10-19 15:21,UTC-4:00,0:56,0.9333333333333333
Standard,Hope,TV,,2019-10-19 15:21,2019-10-19 16:42,UTC-4:00,1:21,1.35
Standard,Commute,Walk,,2019-10-19 16:42,2019-10-19 17:42,UTC-4:00,1:00,1.0
Standard,Hope,Event,,2019-10-19 17:42,2019-10-20 00:00,UTC-4:00,6:18,6.3
Standard,Hope,Event,,2019-10-20 00:00,2019-10-20 00:52,UTC-4:00,0:52,0.8666666666666667
Standard,Commute,Walk,,2019-10-20 00:52,2019-10-20 01:08,UTC-4:00,0:16,0.26666666666666666
Standard,Personal,TV,,2019-10-20 01:08,2019-10-20 01:31,UTC-4:00,0:23,0.38333333333333336
Standard,Personal,Sleep,,2019-10-20 01:31,2019-10-20 09:10,UTC-4:00,7:39,7.65
Standard,Personal,Games,,2019-10-20 09:10,2019-10-20 11:03,UTC-4:00,1:53,1.8833333333333333
Standard,Personal,Bathroom,,2019-10-20 11:03,2019-10-20 11:34,UTC-4:00,0:31,0.5166666666666667
Standard,Commute,Walk,,2019-10-20 11:34,2019-10-20 12:26,UTC-4:00,0:52,0.8666666666666667
Standard,Personal,Food,,2019-10-20 12:26,2019-10-20 13:37,UTC-4:00,1:11,1.1833333333333333
Standard,Commute,Bus,,2019-10-20 13:37,2019-10-20 14:00,UTC-4:00,0:23,0.38333333333333336
Standard,SchoolWork,Witches,,2019-10-20 14:00,2019-10-20 16:02,UTC-4:00,2:02,2.033333333333333
Standard,Commute,Walk,,2019-10-20 16:02,2019-10-20 16:20,UTC-4:00,0:18,0.3
Standard,Personal,Bathroom,,2019-10-20 16:20,2019-10-20 16:26,UTC-4:00,0:06,0.1
Standard,Personal,Housework,,2019-10-20 16:26,2019-10-20 16:34,UTC-4:00,0:08,0.13333333333333333
Standard,Hope,TV,,2019-10-20 16:34,2019-10-20 17:14,UTC-4:00,0:40,0.6666666666666666
Standard,Personal,Housework,,2019-10-20 17:14,2019-10-20 17:18,UTC-4:00,0:04,0.06666666666666667
Standard,Hope,TV,,2019-10-20 17:19,2019-10-20 18:00,UTC-4:00,0:41,0.6833333333333333
Standard,Personal,Housework,,2019-10-20 18:00,2019-10-20 18:18,UTC-4:00,0:18,0.3
Standard,SchoolWork,Witches,,2019-10-20 18:18,2019-10-20 18:34,UTC-4:00,0:16,0.26666666666666666
Standard,SchoolWork,SOM,,2019-10-20 18:34,2019-10-20 18:56,UTC-4:00,0:22,0.36666666666666664
Standard,Personal,Food,,2019-10-20 18:56,2019-10-20 19:21,UTC-4:00,0:25,0.4166666666666667
Standard,Personal,Housework,,2019-10-20 19:21,2019-10-20 19:27,UTC-4:00,0:06,0.1
Standard,Hope,TV,,2019-10-20 19:27,2019-10-20 20:01,UTC-4:00,0:34,0.5666666666666667
Standard,Personal,Email,,2019-10-20 20:01,2019-10-20 20:09,UTC-4:00,0:08,0.13333333333333333
Standard,Work,UTA,,2019-10-20 20:09,2019-10-20 20:19,UTC-4:00,0:10,0.16666666666666666
Standard,Hope,TV,,2019-10-20 20:19,2019-10-20 22:35,UTC-4:00,2:16,2.2666666666666666
Standard,Commute,Walk,,2019-10-20 22:35,2019-10-20 22:54,UTC-4:00,0:19,0.31666666666666665
Standard,Personal,Games,,2019-10-20 22:54,2019-10-21 00:00,UTC-4:00,1:06,1.1
Standard,Personal,Games,,2019-10-21 00:00,2019-10-21 00:02,UTC-4:00,0:02,0.03333333333333333
Standard,Personal,Sleep,,2019-10-21 00:02,2019-10-21 08:26,UTC-4:00,8:24,8.4
Standard,Personal,Bathroom,,2019-10-21 08:26,2019-10-21 08:49,UTC-4:00,0:23,0.38333333333333336
Standard,Commute,Walk,,2019-10-21 08:49,2019-10-21 09:00,UTC-4:00,0:11,0.18333333333333332
Standard,Work,UTA,,2019-10-21 09:00,2019-10-21 09:52,UTC-4:00,0:52,0.8666666666666667
Standard,Commute,Walk,,2019-10-21 09:52,2019-10-21 10:11,UTC-4:00,0:19,0.31666666666666665
Standard,SchoolWork,CS 465,,2019-10-21 10:11,2019-10-21 10:59,UTC-4:00,0:48,0.8
Standard,Commute,Walk,,2019-10-21 10:59,2019-10-21 11:23,UTC-4:00,0:24,0.4
Standard,Personal,Food,,2019-10-21 11:24,2019-10-21 11:59,UTC-4:00,0:35,0.5833333333333334
Standard,Commute,Walk,,2019-10-21 11:59,2019-10-21 12:11,UTC-4:00,0:12,0.2
Standard,SchoolWork,Witches,,2019-10-21 12:11,2019-10-21 13:11,UTC-4:00,1:00,1.0
Standard,Commute,Walk,,2019-10-21 13:11,2019-10-21 13:16,UTC-4:00,0:05,0.08333333333333333
Standard,Personal,Bathroom,,2019-10-21 13:16,2019-10-21 13:22,UTC-4:00,0:06,0.1
Standard,SchoolWork,CS 461,,2019-10-21 13:22,2019-10-21 14:15,UTC-4:00,0:53,0.8833333333333333
Standard,Commute,Walk,,2019-10-21 14:15,2019-10-21 14:30,UTC-4:00,0:15,0.25
Standard,SchoolWork,STAT 415,,2019-10-21 14:30,2019-10-21 15:22,UTC-4:00,0:52,0.8666666666666667
Standard,Commute,Walk,,2019-10-21 15:22,2019-10-21 15:36,UTC-4:00,0:14,0.23333333333333334
Standard,Work,UTA,,2019-10-21 15:36,2019-10-21 16:22,UTC-4:00,0:46,0.7666666666666667
Standard,Commute,Walk,,2019-10-21 16:22,2019-10-21 16:24,UTC-4:00,0:02,0.03333333333333333
Standard,Personal,Bathroom,,2019-10-21 16:24,2019-10-21 16:26,UTC-4:00,0:02,0.03333333333333333
Standard,SchoolWork,CS 465,,2019-10-21 16:26,2019-10-21 17:30,UTC-4:00,1:04,1.0666666666666667
Standard,Commute,Walk,,2019-10-21 17:30,2019-10-21 17:48,UTC-4:00,0:18,0.3
Standard,Personal,Bathroom,,2019-10-21 17:48,2019-10-21 17:54,UTC-4:00,0:06,0.1
Standard,Commute,Car,,2019-10-21 17:54,2019-10-21 18:10,UTC-4:00,0:16,0.26666666666666666
Standard,Personal,Family Time,,2019-10-21 18:10,2019-10-21 19:46,UTC-4:00,1:36,1.6
Standard,Commute,Car,,2019-10-21 19:46,2019-10-21 20:03,UTC-4:00,0:17,0.2833333333333333
Standard,Personal,Family Time,,2019-10-21 20:03,2019-10-21 22:02,UTC-4:00,1:59,1.9833333333333334
Standard,Personal,Games,,2019-10-21 22:02,2019-10-22 00:00,UTC-4:00,1:58,1.9666666666666666
Standard,Personal,Games,,2019-10-22 00:00,2019-10-22 00:41,UTC-4:00,0:41,0.6833333333333333
Standard,Personal,Sleep,,2019-10-22 00:41,2019-10-22 07:06,UTC-4:00,6:25,6.416666666666667
Standard,Personal,Bathroom,,2019-10-22 07:06,2019-10-22 07:39,UTC-4:00,0:33,0.55
Standard,Personal,Housework,,2019-10-22 07:39,2019-10-22 07:52,UTC-4:00,0:13,0.21666666666666667
Standard,Commute,Walk,,2019-10-22 07:52,2019-10-22 08:00,UTC-4:00,0:08,0.13333333333333333
Standard,Hope,Homework,,2019-10-22 08:00,2019-10-22 08:50,UTC-4:00,0:50,0.8333333333333334
Standard,SchoolWork,SOM,,2019-10-22 08:50,2019-10-22 10:21,UTC-4:00,1:31,1.5166666666666666
Standard,Personal,Bathroom,,2019-10-22 10:21,2019-10-22 10:35,UTC-4:00,0:14,0.23333333333333334
Standard,Personal,Email,,2019-10-22 10:35,2019-10-22 10:51,UTC-4:00,0:16,0.26666666666666666
Standard,SchoolWork,CS 465,,2019-10-22 10:51,2019-10-22 11:13,UTC-4:00,0:22,0.36666666666666664
Standard,Personal,Food,,2019-10-22 11:13,2019-10-22 11:23,UTC-4:00,0:10,0.16666666666666666
Standard,SchoolWork,CS 465,,2019-10-22 11:23,2019-10-22 11:40,UTC-4:00,0:17,0.2833333333333333
Standard,Personal,Food,,2019-10-22 11:40,2019-10-22 11:53,UTC-4:00,0:13,0.21666666666666667
Standard,SchoolWork,CS 465,,2019-10-22 11:53,2019-10-22 11:58,UTC-4:00,0:05,0.08333333333333333
Standard,Commute,Walk,,2019-10-22 11:58,2019-10-22 12:07,UTC-4:00,0:09,0.15
Standard,Personal,Housework,,2019-10-22 12:07,2019-10-22 12:11,UTC-4:00,0:04,0.06666666666666667
Standard,Personal,Games,,2019-10-22 12:11,2019-10-22 15:04,UTC-4:00,2:53,2.8833333333333333
Standard,Commute,Bus,,2019-10-22 15:04,2019-10-22 15:21,UTC-4:00,0:17,0.2833333333333333
Standard,Work,ARL,,2019-10-22 15:21,2019-10-22 17:05,UTC-4:00,1:44,1.7333333333333334
Standard,Commute,Bus,,2019-10-22 17:05,2019-10-22 17:37,UTC-4:00,0:32,0.5333333333333333
Standard,Personal,Errand,,2019-10-22 17:37,2019-10-22 18:02,UTC-4:00,0:25,0.4166666666666667
Standard,Personal,Food,,2019-10-22 18:02,2019-10-22 18:45,UTC-4:00,0:43,0.7166666666666667
Standard,Commute,Walk,,2019-10-22 18:46,2019-10-22 18:53,UTC-4:00,0:07,0.11666666666666667
Standard,APO,Meeting,,2019-10-22 18:53,2019-10-22 19:37,UTC-4:00,0:44,0.7333333333333333
Standard,Commute,Bus,,2019-10-22 19:37,2019-10-22 19:47,UTC-4:00,0:10,0.16666666666666666
Standard,SchoolWork,CS 465,,2019-10-22 19:47,2019-10-22 20:43,UTC-4:00,0:56,0.9333333333333333
Standard,Commute,Walk,,2019-10-22 20:43,2019-10-22 21:07,UTC-4:00,0:24,0.4
Standard,Hope,TV,,2019-10-22 21:07,2019-10-22 21:54,UTC-4:00,0:47,0.7833333333333333
Standard,Commute,Walk,,2019-10-22 21:54,2019-10-22 22:12,UTC-4:00,0:18,0.3
Standard,Personal,Games,,2019-10-22 22:13,2019-10-23 00:00,UTC-4:00,1:47,1.7833333333333334
Standard,Personal,Games,,2019-10-23 00:00,2019-10-23 00:40,UTC-4:00,0:40,0.6666666666666666
Standard,Personal,Sleep,,2019-10-23 00:40,2019-10-23 07:30,UTC-4:00,6:50,6.833333333333333
Standard,Personal,Bathroom,,2019-10-23 07:30,2019-10-23 08:14,UTC-4:00,0:44,0.7333333333333333
Standard,Personal,Games,,2019-10-23 08:14,2019-10-23 10:26,UTC-4:00,2:12,2.2
Standard,Personal,Housework,,2019-10-23 10:26,2019-10-23 10:37,UTC-4:00,0:11,0.18333333333333332
Standard,Commute,Walk,,2019-10-23 10:37,2019-10-23 10:46,UTC-4:00,0:09,0.15
Standard,Personal,Food,,2019-10-23 10:46,2019-10-23 11:16,UTC-4:00,0:30,0.5
Standard,SchoolWork,CS 465,,2019-10-23 11:16,2019-10-23 11:44,UTC-4:00,0:28,0.4666666666666667
Standard,SchoolWork,STAT 415,,2019-10-23 11:44,2019-10-23 13:09,UTC-4:00,1:25,1.4166666666666667
Standard,Commute,Walk,,2019-10-23 13:09,2019-10-23 13:17,UTC-4:00,0:08,0.13333333333333333
Standard,SchoolWork,CS 461,,2019-10-23 13:17,2019-10-23 14:16,UTC-4:00,0:59,0.9833333333333333
Standard,Commute,Walk,,2019-10-23 14:16,2019-10-23 14:28,UTC-4:00,0:12,0.2
